Tweet,ID
"""The employer is not implementing precautions to protect employees from contracting and spreading the Coronavirus (COVID-19) in the workplace: a.) Social distancing guidelines are not being enforced for employees teaching students in the living unit of the facility."" - Hallmark YouthCare - Richmond, in Richmond, VA",C-1581033
"""The employer is not implementing precautions to protect employees from contracting and spreading the Coronavirus (COVID-19) in the workplace in the following way:1. Employees working at 31st, 24th, 20th, and 5th street locations are not provided hand sanitizer to readily clean their hands after helping customers and receiving bicycles after customers have used them. Hand washing facilities are not readily available to employees."" - Cheries Bike and Blade in Virginia Beach, VA",C-1580984
"""Employees exposed to COVID-19, not provided with personal protective equipment such as masks and gloves. Potential violation 29 CFR 1910.132."" - McDonald's in West Palm Beach, FL",C-1579143
"""The employer is not sanitizing facility after confirmed COVID 19 cases."" - Mountaire Farms of North in Siler City, NC",C-1579260
"""The employer is not following the 6-foot social distancing rule for coronavirus.  Workers are always in a crowd when working on the line, going to lunch and when removing smocks."" - Mountaire Farms of North in Siler City, NC",C-1579270
"""1.  Employees have ben exposed to and have symptoms of COVID-19.  They are currently working with patients and other staff members, endangering others.  The employer has told them to come to work instead of self quarantining, unless they are showing symptoms of a fever.2.  The employer is not providing the personal protection equipment to employees for protection against coronavirus.3.  Social distancing practices are not being followed.4.  Disinfectant is not being provided."" - FastMed Urgent Care, P.C. in Fayetteville, NC",C-1580063
"""Employees could be exposed to the CoViD-19 virus in the workplace, where there has been a confirmed case, due to the employees in the lanes packing groceries still being close together, and not being provided with masks."" - Delhaize America, LLC in Dunn, NC",C-1580073
"""The employer has run out of N95 masks.  The employer is requiring employees to obtain a mask and fit test themselves."" - LHC Group, Inc. in Mooresville, NC",C-1579266
"""The employer is not screening employees for COVID 19.  There has been a confirmed case and the employer is not practicing social distancing."" - Norcraft Companies LLC  in Liberty, NC",C-1580064
"""The employer is not implementing adequate safety practices to protect its employees from the spread of SARS-CoV-2 such as, but not limited to: 1. Screening employee and visitor temperature and assessing symptoms prior to starting work 2. Providing face masks to all employees and visitors for use while at work 3. Enforcing social distancing in break areas and where possible during work activities."" - Spancrete in Valders, WI",C-1578670
"""1. Employees in the facility are exposed to COVID-19. The employer does not ensure that employees practice social distancing as recommended by the Centers for Disease Control (CDC). The facility is not adequately cleaned on a daily basis as recommended by the Centers for Disease Control.Applicable OSHA Standard: 5A1 General Duty Clause"" - McDonald's in Chicago, IL",C-1578964
"""Employees are being allowed into work without having their temperatures taken."" - Essity Paper Wassau Paper in Middletown, OH",C-1578552
"""Employees are exposed to the following alleged hazards:Employer failed to protect Employee by not enforcing social distancing."" - Intelligrated, Inc. in London, OH",C-1578916
"""Employees are exposed to the following alleged hazards:1. Employer is not protecting the employees by not following the social distancing guidelines. Therefore exposing the employees to a COVID-19 Hazard."" - Inergroup Insourcing Solutions in New Concord, OH",C-1579000
"""Employer not providing chemical information that's being sprayed in the airport to employees."" - General Mitchell International Airport in Milwaukee, WI",C-1580438
"""1.  Social distancing policies/procedures for pandemic flue/influenza, including coronavirus, are not being followed.2.  Employees are not provided with adequate method(s) and/or product(s) to sanitize equipment to protect against coronavirus.3.  Employees work directly under suspended loads placed on overhead forklift forks, when performing visual inspections of sheet steel weighing up to 300 lbs."" - NEDLAND INDUSTRIES, INC. in Ridgeland, WI",C-1579977
"""1. The employer is not following CDC guidelines for increased cleaning and sanitizing of the facility after there has been a positive test for Covid-19.Applicable OSHA standard(s): Section 5(a)(1) General Duty Clause of the Occupational Safety and Health Act of 1970, 1910.141"" - Nu-Way Industries, Inc. in Des Plaines, IL",C-1579080
"""Employer not enforcing social distancing.Coworker has tested positive for COVID-19 and continues to report to work and/or family member of a coworker has tested positive for COVID-19 and the coworker continues to report to work.Employer not disinfecting/deep cleaning work place|Employer not providing PPE such as gloves, masks, face shields, etc."" - Chromasource Inc in Columbia City, IN",C-1580146
"""Coworker has tested positive for COVID-19 and continues to report to work and/or family member of a coworker has tested positive for COVID-19 and the coworker continues to report to work.Other:Not shutting down the business."" - Brooks Sports Inc - in Whitestown, IN",C-1580150
"""1.  Employer not providing hand sanitizer.2.  Employer not enforcing social distancing.3.  Employer not disinfecting/cleaning work areas.4.  Employer not providing PPE; gloves, mask, face shields, etc."" - North central Pallets Inc in Argos, IN",C-1580167
"""Coworker has tested positive for COVID-19 and continues to report to work and/or family member of a coworker has tested positive for COVID-19 and the coworker continues to report to work.Employer not providing PPE such as gloves, masks, face shields, etc."" - Hearthside Food Solutions in Trail Creek, IN",C-1580175
